card.Fish Man Pink.affix	Cards	Power	
card.Fish Man Yellow.affix	Cards	Precision	
card.Fish Merman Pink.affix	Cards	Savage	
card.Fish Merman Yellow.affix	Cards	Lightning	
card.Fish Pink.affix	Cards	Violent	
card.Fish Yellow.affix	Cards	Perfect	
card.Flame.affix	Cards	Burning	
card.Fledgling.affix	Cards	Accurate	
card.Flora.affix	Cards	Frosty	
card.Flower Pot Monster.affix	Cards	Quagmire	
card.Ghost.affix	Cards	Cloaking	
card.Gloom.affix	Cards	Mystery	
card.Glow Wisp Blue.affix	Cards	Glacial	
card.Glow Wisp Purple.affix	Cards	Spark	
card.Glow Wisp Yellow.affix	Cards	Pyre	
card.Goblin Giant Devil.affix	Cards	Quaking	
card.Goblin Giant Gold.affix	Cards	Earthen	
card.Goblin Giant Mage.affix	Cards	Seismic	
card.Goblin Giant.affix	Cards	Healthy	
card.Goblin Minion.affix	Cards	Bashing	
card.Goblin Trooper Assassin.affix	Cards	Mobile	
card.Goblin Trooper Mage.affix	Cards	Free	
card.Goblin Trooper Soldier.affix	Cards	Healthy	
card.Goblin Trooper.affix	Cards	Mudproof	
card.Goblin Warblade.affix	Cards	Spiked	
card.Goblin Warchief.affix	Cards	Elemental	
card.Goblin Warcrusher.affix	Cards	Seismic	
card.Goblin Warlock.affix	Cards	Mind	
card.Golem Earth.affix	Cards	Stone	
card.Golem Fire.affix	Cards	Stone	
card.Golem Ice.affix	Cards	Stone	
card.Grim Reaper.affix	Cards	Undead	
card.Gripper Robot.affix	Cards	Immune	
card.Hare.affix	Cards	Fleet	
card.Haunt.affix	Cards	Wizardry	
card.Hermit King.affix	Cards	Hydro	
card.Horror.affix	Cards	Savage	
card.Housefly Icky.affix	Cards	Assassin's	
card.Housefly Junk.affix	Cards	Assassin's	
card.Housefly Nom.affix	Cards	Assassin's	
card.Ice Bear A.affix	Cards	Healthy	
card.Ice Bear B.affix	Cards	Arcanum	
card.Ice Mage.affix	Cards	Thawing	
card.Ice Starflake A.affix	Cards	Stone	
card.Ice Starflake B.affix	Cards	Energy	
card.Ice Starflake C.affix	Cards	Umbral	
card.Ice.affix	Cards	Icepick	
card.Icicle.affix	Cards	Thawing	
card.Imp Demon.affix	Cards	Swift	
card.Imp Devil.affix	Cards	Meteoric	
card.Imp Mischief.affix	Cards	Mischief	
card.Jellyfish Robot.affix	Cards	Energy	
card.Lurker.affix	Cards	Savage	
card.Mega Ice Golem.affix	Cards	Permafrost	
card.Mimic Barrel.affix	Cards	Vit	
card.Mimic Candle.affix	Cards	Dex	
card.Mimic Living Trap.affix	Cards	Agi	
card.Mimic Sword.affix	Cards	Str	
card.Mimic Treasure Chest.affix	Cards	Luk	
card.Mini Ice Bear A.affix	Cards	Thawing	
card.Mole Rat King.affix	Cards	Mudproof	
card.Mole Rat.affix	Cards	Healthy	
card.Monster Bat King.affix	Cards	Mana Burn	
card.Monster Bat.affix	Cards	Focus	
card.Mosquito Bug.affix	Cards	Vampiric	
card.Mosquito Pester.affix	Cards	Windproof	
card.Moth Celestial.affix	Cards	Cloaking	
card.Moth Luna.affix	Cards	Wizardry	
card.Moth Moon.affix	Cards	Wizardry	
card.Mushroom.affix	Cards	Occult	
card.Nightmare.affix	Cards	Cloaking	
card.NightmareAcolyte.affix	Cards	Acolyte	
card.NightmareBerserker.affix	Cards	Berserker	
card.NightmareGunslinger.affix	Cards	Gunslinger	
card.NightmareKnight.affix	Cards	Knight	
card.NightmareMage.affix	Cards	Mage	
card.NightmareNecromancer.affix	Cards	Necromancer	
card.NightmarePaladin.affix	Cards	Paladin	
card.NightmarePriest.affix	Cards	Priest	
card.NightmareRogue.affix	Cards	Rogue	
card.NightmareScout.affix	Cards	Scout	
card.NightmareShinobi.affix	Cards	Shinobi	
card.NightmareSummoner.affix	Cards	Summoner	
card.NightmareWarrior.affix	Cards	Warrior	
card.NightmareWizard.affix	Cards	Wizard	
card.Nose Robot.affix	Cards	Overheat	
card.Octopus Baby Blue.affix	Cards	Elusive	
card.Octopus Baby Orange.affix	Cards	Elusive	
card.Octopus Baby Purple.affix	Cards	Elusive	
card.Octopus King Blue.affix	Cards	Ranged	
card.Octopus King Orange.affix	Cards	Long-Range	
card.Octopus King Purple.affix	Cards	Ranged	
card.Petal.affix	Cards	Hoarfrost	
card.Phantom.affix	Cards	Ethereal	
card.Plant Chewer.affix	Cards	Immune	
card.Plant Monster.affix	Cards	Status	
card.Plant Shooter.affix	Cards	Poisonous	
card.Plant Worm.affix	Cards	Status	
card.Poison Bomb.affix	Cards	Toxic	
card.Pollen.affix	Cards	Elusive	
card.Posy.affix	Cards	Icy	
card.Queen Worm.affix	Cards	Toxic	
card.Rabbit.affix	Cards	Swift	
card.Rat Dark.affix	Cards	Elusive	
card.Rat Grey.affix	Cards	Anti-Venom	
card.Rat White.affix	Cards	Accurate	
card.Razor Robot.affix	Cards	Rapid	
card.Scorpion King.affix	Cards	Blazing	
card.Scorpion.affix	Cards	Fireproof	
card.Scorpling.affix	Cards	Ashen	
card.Seed.affix	Cards	Vital	
card.Shade.affix	Cards	Mystery	
card.Shadow.affix	Cards	Mystery	
card.Shark Baby.affix	Cards	Taunting	
card.Shark Humanoid.affix	Cards	Taunting	
card.Shark.affix	Cards	Taunting	
card.Shell Robot.affix	Cards	Rapid	
card.Shell.affix	Cards	Immune	
card.Skeleton Giant.affix	Cards	Melee	
card.Skeleton Mage.affix	Cards	Mind	
card.Skeleton.affix	Cards	Undead	
card.Slime Jelly.affix	Cards	Poisonous	
card.Slime Monster.affix	Cards	Anti-Venom	
card.Slime.affix	Cards	Toxinproof	
card.Snake Naga.affix	Cards	Twinfang	
card.Snake.affix	Cards	Venomous	
card.Snakelet.affix	Cards	Combo	
card.Snout Robot.affix	Cards	Pillar	
card.Snow Bomb.affix	Cards	Freezing	
card.Soul Mage.affix	Cards	Wizardry	
card.Soul.affix	Cards	Unbreaking	
card.Spider King.affix	Cards	Sharp	
card.Spider Queen Robot.affix	Cards	Unnatural	
card.Spider.affix	Cards	Shadow	
card.Spiderling Robot.affix	Cards	Darkproof	
card.Spike Robot.affix	Cards	Rapid	
card.Spike.affix	Cards	Focus	
card.Spook.affix	Cards	Unbreaking	
card.Spore.affix	Cards	Healthy	
card.Sprout.affix	Cards	Splintering	
card.Sting.affix	Cards	Frenzy	
card.Stinger Robot.affix	Cards	Energy	
card.Sun Blossom.affix	Cards	Blessed	
card.Sunflora Pixie.affix	Cards	Vocal	
card.Sunflower Fairy.affix	Cards	Blessed	
card.Tentacles Robot.affix	Cards	Swift	
card.Titan Turtle Sci Blue.affix	Cards	Freezing	
card.Titan Turtle Sci Green.affix	Cards	Power	
card.Titan Turtle Sci Pink.affix	Cards	Tempest	
card.Toadstool.affix	Cards	Waterproof	
card.Treant Forest Autumn.affix	Cards	Autumn	
card.Treant Forest Evergreen.affix	Cards	Evergreen	
card.Treant Minion Autumn.affix	Cards	Autumn	
card.Treant Minion Evergreen.affix	Cards	Evergreen	
card.Treant Tree Autumn.affix	Cards	Autumn	
card.Treant Tree Evergreen.affix	Cards	Evergreen	
card.Turtle King.affix	Cards	Overload	
card.Turtle Monster Blue.affix	Cards	Watchful	
card.Turtle Monster Green.affix	Cards	Purifying	
card.Turtle Monster Red.affix	Cards	Flameguard	
card.Turtle.affix	Cards	Steadfast	
card.Vampire Bat.affix	Cards	Leeching	
card.Werewolf.affix	Cards	Tainted	
card.Whirlwind.affix	Cards	Grounding	
card.Wind Mage.affix	Cards	Storm	
card.Wind.affix	Cards	Focus	
card.Wisp Blue.affix	Cards	Glacial	
card.Wisp Purple.affix	Cards	Spark	
card.Wisp Red.affix	Cards	Pyre	
card.Wisp Yellow.affix	Cards	Seismic	
card.Wolf Pup.affix	Cards	Umbral	
card.Wolf.affix	Cards	Darkproof	
card.Worm Creep.affix	Cards	Poisonous	
card.Worm Rot.affix	Cards	Toxinproof	
card.Worm Stink.affix	Cards	Purging	
card.Wraith.affix	Cards	Frenzied	
card.Zombie Goblin Giant.affix	Cards	Occult	
card.Zombie Goblin King.affix	Cards	Undead	
card.Zombie Goblin Minion.affix	Cards	Purity	
card.Zombie Goblin Soldier.affix	Cards	Undying	
equip.BossProtocol.name	Grimoires	Boss Protocol	
equip.GameMaster.name	Grimoires	Game Master	
equip.Wizard_Artifact_1.name	Grimoires	Tempest Engine	
equip.Wizard_Artifact_2.name	Grimoires	Frozen Dominion	
equip.Wizard_Artifact_3.name	Grimoires	Meteoric Cataclysm	
junk.Acorn Rotten.name	Junks	Rotten Acorn	
junk.Acorn.name	Junks	Acorn	
junk.Alligator Gaa.name	Junks	Alligator Gar	
junk.Amberstone Piece.name	Junks	Amberstone Piece	
junk.Amberstone.name	Junks	Amberstone	
junk.Anchovy.name	Junks	Anchovy	
junk.Angelfish.name	Junks	Angelfish	
junk.Angler Fish.name	Junks	Angler Fish	
junk.Antique Key.name	Junks	Antique Key	
junk.Antique Teacup.name	Junks	Antique Teacup	
junk.Apple.name	Junks	Apple	
junk.Arkose.name	Junks	Arkose	
junk.Arowana.name	Junks	Arowana	
junk.Ash.name	Junks	Ash	
junk.Azurite Piece.name	Junks	Azurite Piece	
junk.Azurite.name	Junks	Azurite	
junk.Banana.name	Junks	Banana	
junk.Baobab Piece.name	Junks	Baobab Piece	
junk.Baobab.name	Junks	Baobab	
junk.Barley.name	Junks	Barley	
junk.Basalt Fine.name	Junks	Basalt Sand	
junk.Basalt.name	Junks	Basalt	
junk.Bauxite.name	Junks	Bauxite	
junk.Beehive.name	Junks	Beehive	
junk.Betta.name	Junks	Betta	
junk.Black Locust.name	Junks	Black Locust	
junk.Bladed Penknife.name	Junks	Bladed Penknife	
junk.Blowfish.name	Junks	Blowfish	
junk.Blue Tang.name	Junks	Blue Tang	
junk.Bluefin Tuna.name	Junks	Bluefin Tuna	
junk.Bottle.name	Junks	Bottle	
junk.Branch Broken.name	Junks	Broken Branch	
junk.Branch Dead.name	Junks	Decayed Branch	
junk.Branch.name	Junks	Branch	
junk.Breadfruit.name	Junks	Breadfruit	
junk.Brick Red.name	Junks	Brick	
junk.Broken Navigation.name	Junks	Broken Navigation	
junk.Cactus Pulp.name	Junks	Cactus Pulp	
junk.Camphor.name	Junks	Camphor	
junk.Can Empty.name	Junks	Empty Can	
junk.Candy Cane.name	Junks	Candy Cane	
junk.Canned Bread.name	Junks	Canned Bread	
junk.Canned Crow Bamboo.name	Junks	Canned Crow Bamboo	
junk.Carbonate.name	Junks	Carbonate	
junk.Caribou Meat.name	Junks	Caribou Meat	
junk.Carp.name	Junks	Carp	
junk.Catfish.name	Junks	Catfish	
junk.Cd.name	Junks	Compact Disc	
junk.Chalcopyrite Piece.name	Junks	Chalcopyrite Piece	
junk.Chalcopyrite.name	Junks	Chalcopyrite	
junk.Charcoal.name	Junks	Charcoal	
junk.Cinnamon.name	Junks	Cinnamon	
junk.Citrus.name	Junks	Citrus	
junk.Clay.name	Junks	Clay	
junk.Clownfish.name	Junks	Clownfish	
junk.Coal Hard.name	Junks	Hard Coal	
junk.Coal.name	Junks	Coal	
junk.Cocoa.name	Junks	Cocoa	
junk.Coconut Oil.name	Junks	Coconut Oil	
junk.Coelacanth.name	Junks	Coelacanth	
junk.Coffeebean.name	Junks	Coffee Bean	
junk.Copper.name	Junks	Copper	
junk.Coral Stone Piece.name	Junks	Coral Stone Piece	
junk.Coral Stone.name	Junks	Hard Coral	
junk.Corn.name	Junks	Corn	
junk.Cornerstone.name	Junks	Cornerstone	
junk.Cosmetic Converter.name	Junks	Cosmetic Converter	
junk.Cotton.name	Junks	Cotton	
junk.Crucian.name	Junks	Crucian	
junk.Curry.name	Junks	Curry	
junk.Daggertooth.name	Junks	Daggertooth	
junk.Dandlelion Baby.name	Junks	Dandelion Baby	
junk.Dark Bark Piece.name	Junks	Dark Bark Piece	
junk.Dark Bark.name	Junks	Dark Bark	
junk.Dark Sleeper.name	Junks	Dark Sleeper	
junk.Data Crystal.name	Junks	Data Crystal	
junk.Dawn Stone.name	Junks	Dawn Stone	
junk.Diamond.name	Junks	Diamond	
junk.Diatomite Piece.name	Junks	Diatomite Piece	
junk.Diatomite.name	Junks	Diatomite	
junk.Ebony.name	Junks	Ebony	
junk.Emerald.name	Junks	Emerald	
junk.Endless Gum.name	Junks	Endless Gum	
junk.Essence Chaos.name	Junks	Essence of Chaos	
junk.Essence Destruction.name	Junks	Essence of Destruction	
junk.Essence Flow.name	Junks	Essence of Flow	
junk.Essence Growth.name	Junks	Essence of Growth	
junk.Essence Rebirth.name	Junks	Essence of Rebirth	
junk.False Acasia Piece.name	Junks	False Acacia Piece	
junk.False Acasia.name	Junks	False Acacia	
junk.Feather.name	Junks	Feather	
junk.Firewood.name	Junks	Firewood	
junk.Fish Oil.name	Junks	Fish Oil	
junk.Fishbone.name	Junks	Fishbone	
junk.Flatfish.name	Junks	Flatfish	
junk.Flax.name	Junks	Flax	
junk.Flying Fish.name	Junks	Flying Fish	
junk.Foxtail.name	Junks	Cat's-Tail	
junk.Fur.name	Junks	Fur	
junk.Garra Rufa.name	Junks	Garra Rufa	
junk.Ginseng Juice.name	Junks	Ginseng Juice	
junk.Goby.name	Junks	Goby	
junk.Gold Ore Piece.name	Junks	Gold Ore Piece	
junk.Gold Ore.name	Junks	Gold Ore	
junk.Goldfish.name	Junks	Goldfish	
junk.Goldribbon Soapfish.name	Junks	Goldribbon Soapfish	
junk.Goldtooth.name	Junks	Goldtooth	
junk.Granite Piece.name	Junks	Granite Piece	
junk.Granite.name	Junks	Granite	
junk.Grape.name	Junks	Grape	
junk.Gravion Chunk.name	Junks	Gravion Chunk	
junk.Gravion Crystal.name	Junks	Gravion Crystal	
junk.Gravion Shard.name	Junks	Gravion Shard	
junk.Great White Shark.name	Junks	Great White Shark	
junk.Greeenstone.name	Junks	Greenstone	
junk.Guild Charter.name	Junks	Guild Charter	
junk.Guppy.name	Junks	Guppy	
junk.Halite.name	Junks	Halite	
junk.Hammerhead.name	Junks	Hammerhead	
junk.Harisenbon.name	Junks	Harisenbon	
junk.Herring.name	Junks	Herring	
junk.Hibiscus.name	Junks	Hibiscus	
junk.Hop.name	Junks	Hop	
junk.Horseshoe.name	Junks	Horseshoe	
junk.Humpback Whale.name	Junks	Humpback Whale	
junk.Indigo.name	Junks	Indigo	
junk.Ingot Gold.name	Junks	Gold Ingot	
junk.Ingot Iron.name	Junks	Iron Ingot	
junk.Ingot Steel.name	Junks	Steel Ingot	
junk.Inlaid Scabbard.name	Junks	Inlaid Scabbard	
junk.Ironstone Piece.name	Junks	Ironstone Piece	
junk.Ironstone.name	Junks	Ironstone	
junk.Jasmine Tea.name	Junks	Jasmine Tea	
junk.Killer Whale.name	Junks	Killer Whale	
junk.Kumgang Fat Minnow.name	Junks	Stout Minnow	
junk.Largemouth Bass.name	Junks	Largemouth Bass	
junk.Larva.name	Junks	Larva	
junk.Leaf.name	Junks	Leaf	
junk.Leather.name	Junks	Leather	
junk.Leatherjacket.name	Junks	Leatherjacket	
junk.Leopoldi.name	Junks	Leopoldi	
junk.Limited Cd.name	Junks	Limited Compact Disc	
junk.Lionfish.name	Junks	Lionfish	
junk.Longhorn Cowfish.name	Junks	Longhorn Cowfish	
junk.Lunaris Chunk.name	Junks	Lunaris Chunk	
junk.Lunaris Crystal.name	Junks	Lunaris Crystal	
junk.Lunaris Shard.name	Junks	Lunaris Shard	
junk.Mackerel.name	Junks	Mackerel	
junk.Mahi Mahi.name	Junks	Mahi Mahi	
junk.Malachite Piece.name	Junks	Malachite Piece	
junk.Malachite.name	Junks	Malachite	
junk.Mandarin.name	Junks	Mandarin	
junk.Mangrove Piece.name	Junks	Mangrove Piece	
junk.Mangrove.name	Junks	Mangrove	
junk.Maple Tree.name	Junks	Maple Tree	
junk.Marble Piece.name	Junks	Marble Piece	
junk.Marble.name	Junks	Marble	
junk.Meat.name	Junks	Meat	
junk.Memory Card.name	Junks	Memory Card	
junk.Memory Fragment.name	Junks	Memory Fragment	
junk.Mola Mola.name	Junks	Mola Mola	
junk.Moonrock.name	Junks	Moonrock	
junk.Moonstone Piece.name	Junks	Moonstone Piece	
junk.Moonstone.name	Junks	Moonstone	
junk.Moray Eel.name	Junks	Moray Eel	
junk.Mushroom.name	Junks	Mushroom	
junk.Mylodon.name	Junks	Mylodon	
junk.Napoleon Fish.name	Junks	Crowned Reef Fish	
junk.Nightmare Fragment.name	Junks	Umbral Fragment	
junk.Oak Piece.name	Junks	Oak Piece	
junk.Oak.name	Junks	Oak	
junk.Oarfish.name	Junks	Oarfish	
junk.Obsidian Piece.name	Junks	Obsidian Piece	
junk.Obsidian.name	Junks	Obsidian	
junk.Oceanite.name	Junks	Oceanite	
junk.Octopus.name	Junks	Octopus	
junk.Oil.name	Junks	Oil	
junk.Olive Flounder.name	Junks	Olive Flounder	
junk.Orange Roughy.name	Junks	Orange Roughy	
junk.Oriental Cherry Piece.name	Junks	Blossom Cherry Piece	
junk.Oriental Cherry.name	Junks	Blossom Cherry	
junk.Pacific Saury.name	Junks	Silver Saury	
junk.Pale Chub.name	Junks	Pale Chub	
junk.Palm Tree.name	Junks	Palm Tree	
junk.Panther Grouper.name	Junks	Panther Grouper	
junk.Pearl Earring.name	Junks	Pearl Earring	
junk.Pearl.name	Junks	Pearl	
junk.Pelage.name	Junks	Pelage	
junk.Pepper.name	Junks	Pepper	
junk.Phosphate.name	Junks	Phosphate	
junk.Picasso Triggerfish.name	Junks	Painted Triggerfish	
junk.Pimento.name	Junks	Pimento	
junk.Pine Cone Broken.name	Junks	Broken Pine Cone	
junk.Pine Cone.name	Junks	Pine Cone	
junk.Pipe.name	Junks	Pipe	
junk.Piranha.name	Junks	Piranha	
junk.Pirarucu.name	Junks	Pirarucu	
junk.Platinum.name	Junks	Platinum	
junk.Pomfret.name	Junks	Pomfret	
junk.Pond Loach.name	Junks	Pond Loach	
junk.Potato.name	Junks	Potato	
junk.Pouch Fairy Dust.name	Junks	Fairy Dust	
junk.Pumpkin.name	Junks	Pumpkin	
junk.Raw Rubber.name	Junks	Raw Rubber	
junk.Red Wood Piece.name	Junks	Redwood Piece	
junk.Red Wood.name	Junks	Redwood	
junk.Redfin Velvetfish.name	Junks	Redfin Velvetfish	
junk.Remora.name	Junks	Remora	
junk.Resonance Core.name	Junks	Resonance Core	
junk.Rock Bream.name	Junks	Rock Bream	
junk.Rockfish.name	Junks	Rockfish	
junk.Rose Quartz Piece.name	Junks	Rose Quartz Piece	
junk.Rose Quartz.name	Junks	Rose Quartz	
junk.Royal Jelly.name	Junks	Royal Jelly	
junk.Rubber Tree Piece.name	Junks	Rubber Tree Piece	
junk.Rubber Tree.name	Junks	Rubber Tree	
junk.Ruby.name	Junks	Ruby	
junk.Sailfish.name	Junks	Sailfish	
junk.Sapphire.name	Junks	Sapphire	
junk.Sawdust.name	Junks	Sawdust	
junk.Sea Bass.name	Junks	Sea Bass	
junk.Sea Bream.name	Junks	Sea Bream	
junk.Seahorse.name	Junks	Seahorse	
junk.Security Box.name	Junks	Security Box	
junk.Seed.name	Junks	Seed	
junk.Shad.name	Junks	Shad	
junk.Shingle.name	Junks	Shingle	
junk.Shoes Lost.name	Junks	Lost Shoes	
junk.Shower Towel.name	Junks	Shower Towel	
junk.Silica Sand.name	Junks	Silica Sand	
junk.Silver Piece.name	Junks	Silver Piece	
junk.Silver.name	Junks	Silver	
junk.Snakehead.name	Junks	Snakehead	
junk.Soldalite Piece.name	Junks	Sodalite Piece	
junk.Soldalite.name	Junks	Sodalite	
junk.Spider Web.name	Junks	Spider Web	
junk.Splendidus.name	Junks	Splendidus	
junk.Squid.name	Junks	Squid	
junk.Stingray.name	Junks	Stingray	
junk.Stone.name	Junks	Stone	
junk.Strawberry.name	Junks	Strawberry	
junk.Sturgeon.name	Junks	Sturgeon	
junk.Sugar Cane.name	Junks	Sugar Cane	
junk.Swamp Eels.name	Junks	Swamp Eels	
junk.Tadpole.name	Junks	Tadpole	
junk.Tar.name	Junks	Tar	
junk.Tea Container.name	Junks	Tea Container	
junk.Teff.name	Junks	Teff	
junk.Termite Soldier.name	Junks	Termite Soldier	
junk.Termite.name	Junks	Termite	
junk.Thorium Piece.name	Junks	Thorium Piece	
junk.Thorium.name	Junks	Thorium	
junk.Tiger Eye Piece.name	Junks	Tiger Eye Piece	
junk.Tiger Eye.name	Junks	Tiger Eye	
junk.Time Device.name	Junks	Time Device	
junk.Tin Piece.name	Junks	Tin Piece	
junk.Tin.name	Junks	Tin	
junk.Tower Key.name	Junks	Spire Compass	
junk.Tree Bark.name	Junks	Tree Bark	
junk.Tree Dead.name	Junks	Dead Tree	
junk.Tree Sap Gold.name	Junks	Golden Tree Sap	
junk.Tree Sap.name	Junks	Sap	
junk.Trevally.name	Junks	Trevally	
junk.Tungsten.name	Junks	Tungsten	
junk.Unicornfish.name	Junks	Unicornfish	
junk.Unwritten Contract.name	Junks	Unwritten Contract	
junk.Verrucella Stellata.name	Junks	Verrucella Stellata	
junk.Vulkanite Chunk.name	Junks	Vulkanite Chunk	
junk.Vulkanite Crystal.name	Junks	Vulkanite Crystal	
junk.Vulkanite Shard.name	Junks	Vulkanite Shard	
junk.Wax.name	Junks	Wax	
junk.Whale Shark.name	Junks	Whale Shark	
junk.Wheat.name	Junks	Wheat	
junk.White Birch.name	Junks	White Birch	
junk.Windmill Palm Piece.name	Junks	Windmill Palm Piece	
junk.Windmill Palm.name	Junks	Windmill Palm	
junk.Wood Piece.name	Junks	Wood Piece	
junk.Wood Plate.name	Junks	Wood Plate	
junk.Wood.name	Junks	Wood	
junk.Zinc.name	Junks	Zinc	
monster.Abomination.name	Monsters	Abomination	
monster.Alien Big Blink.name	Monsters	Cosmic Entity	
monster.Alien Biteroot.name	Monsters	Chomproot	
monster.Alien Cyclops.name	Monsters	Voidspawn	
monster.Alien Galaxia.name	Monsters	Galaxian Brute	
monster.Alien One Eye.name	Monsters	Voidgazer	
monster.Alien Pew Pew.name	Monsters	Galaxian Blaster	
monster.Alien Plant.name	Monsters	Chompbloom	
monster.Alien Skye.name	Monsters	Galaxian Skimmer	
monster.Alien Spike.name	Monsters	Cinderspike	
monster.Alien Sporella.name	Monsters	Chompcap	
monster.Alien Star.name	Monsters	Little Star	
monster.Alien Starry.name	Monsters	Starry	
monster.Alien Twinkle.name	Monsters	Twinkle	
monster.Alien Wheel.name	Monsters	Cinderwheel	
monster.Alien Wreck.name	Monsters	Cindermaw	
monster.Angel Mage.name	Monsters	Seraphim Arbiter	
monster.Angel.name	Monsters	Angel	
monster.Archangel.name	Monsters	Archangel	
monster.Ball Robot Blue.name	Monsters	Ward Robot	
monster.Ball Robot Red.name	Monsters	Strike Robot	
monster.Bat Lord.name	Monsters	Night Baron	
monster.Bat.name	Monsters	Bat	
monster.Bee.name	Monsters	Bee	
monster.Bird.name	Monsters	Rooster	
monster.Blast Robot Blue.name	Monsters	Guard Robot	
monster.Blast Robot Red.name	Monsters	Blast Robot	
monster.Blind.name	Monsters	Nightshade	
monster.Bloom.name	Monsters	Nightbloom	
monster.Blossom.name	Monsters	Deathblossom	
monster.Bomb.name	Monsters	Bomb	
monster.Bot Robot.name	Monsters	Repair Robot	
monster.Boxy Robot.name	Monsters	Boxy Robot	
monster.Bud.name	Monsters	Venom Bud	
monster.Bumble.name	Monsters	Bumblebee	
monster.Bunny.name	Monsters	Bunny	
monster.Burrow.name	Monsters	Digger	
monster.Butterfly Fairy.name	Monsters	Fairy	
monster.Butterfly Hue.name	Monsters	Sprite	
monster.Butterfly Pixie.name	Monsters	Pixie	
monster.Cacti.name	Monsters	Cacti	
monster.Cactus Boss.name	Monsters	Cactus King	
monster.Cactus.name	Monsters	Cactus	
monster.Cat Bolt.name	Monsters	Raiju	
monster.Cat Lightning.name	Monsters	Voltpaw	
monster.Cat Meow.name	Monsters	Sparkit	
monster.Chick.name	Monsters	Chick	
monster.Cobra Venom.name	Monsters	Cobra	
monster.Creeper.name	Monsters	Crawler	
monster.Crystal Guardian Amethyst.name	Monsters	Amethyst Guardian	
monster.Crystal Guardian Aqua.name	Monsters	Aquamarine Guardian	
